V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,i.user1,i.user9,i.user3,Q1.1_1_TEXT,Q1.1_2_TEXT,Q1.1_3_TEXT,Q1.1_4_TEXT,Q1.1_5_TEXT,Q1.1_6_TEXT,Q1.1_7_TEXT,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.1,Q6.1,Q7.1,Q8.1,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.3,Q8.4,Q8.5,Q8.6,Q8.7,Q8.8,Q8.9,Q8.10,Q8.11_1,Q8.11_2,Q8.11_3,Q8.11_4,Q9.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q9.10,Q9.11_1,Q9.11_2,Q9.11_3,Q9.11_4,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11_1,Q10.11_2,Q10.11_3,Q10.11_4,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11_1,Q11.11_2,Q11.11_3,Q11.11_4,Q12.1,Q12.2_1,Q12.2_2,Q12.2_3,Q12.2_4,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11_1,Q12.11_2,Q12.11_3,Q12.11_4,Q13.1,Q13.2_1,Q13.2_2,Q13.2_3,Q13.2_4,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11_1,Q13.11_2,Q13.11_3,Q13.11_4,Q14.1,Q14.2_1,Q14.2_2,Q14.2_3,Q14.2_4,Q14.3,Q14.4,Q14.5,Q14.6,Q14.7,Q14.8,Q14.9,Q14.10,Q14.11_1,Q14.11_2,Q14.11_3,Q14.11_4,Q15.1,Q15.2_1,Q15.2_2,Q15.2_3,Q15.2_4,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q15.8,Q15.9,Q15.10,Q15.11_1,Q15.11_2,Q15.11_3,Q15.11_4,Q16.1,Q16.2_1,Q16.2_2,Q16.2_3,Q16.2_4,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q16.8,Q16.9,Q16.10,Q16.11_1,Q16.11_2,Q16.11_3,Q16.11_4,Q17.1,Q17.2_1,Q17.2_2,Q17.2_3,Q17.2_4,Q17.3,Q17.4,Q17.5,Q17.6,Q17.7,Q17.8,Q17.9,Q17.10,Q17.11_1,Q17.11_2,Q17.11_3,Q17.11_4,Q18.1,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q18.8,Q18.9,Q18.10,Q18.11_1,Q18.11_2,Q18.11_3,Q18.11_4,Q19.1,Q19.2_1,Q19.2_2,Q19.2_3,Q19.2_4,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q19.8,Q19.9,Q19.10,Q19.11_1,Q19.11_2,Q19.11_3,Q19.11_4,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7_1,Q23.7_2,Q23.7_4,Q23.7_5,Q23.7_7,Q23.8,Q23.9,Q23.10,Q23.10_TEXT,Q22.1,Q22.2,Q22.3,Q22.4,Q22.5,Q22.6,Q22.7_1,Q22.7_2,Q22.7_4,Q22.7_5,Q22.7_7,Q22.8,Q22.9,Q22.10,Q22.10_TEXT,Q24.1,Q24.2_1,Q24.3,Q24.4,Q24.5,Q24.6,Q24.7,Q314,Q24.8,Q24.9,Q24.10,Q313,Q24.11,Q25.1,Q25.2,Q25.4,Q25.6,Q25.7,Q25.9,Q25.11,Q315,Q316,Q26.1,Q26.2,Q27.1,Q27.2,Q27.4,Q27.7,Q27.9,Q27.12,Q27.13,Q27.14,Q27.16,Q27.17,Q27.18,Q27.20,Q317,Q318,Q28.1,Q28.2,Q29.1,Q29.2,Q29.4,Q29.6,Q29.7,Q29.9,Q29.11,Q319,Q320,Q30.1,Q30.2_1,Q30.2_2,Q30.2_3,Q30.2_4,Q30.3,Q30.4_1,Q30.4_2,Q30.4_3,Q30.4_4,Q30.4_5,Q30.4_6,Q30.5_1,Q30.5_2,Q30.5_3,Q30.5_4,Q31.1,Q31.2_1,Q31.2_2,Q31.2_3,Q31.2_4,Q31.3,Q31.4_1,Q31.4_2,Q31.4_3,Q31.4_4,Q31.4_5,Q31.4_6,Q31.5_1,Q31.5_2,Q31.5_3,Q31.5_4,Q32.1,Q32.2_1,Q32.2_2,Q32.2_3,Q32.2_4,Q32.3,Q32.4_1,Q32.4_2,Q32.4_3,Q32.4_4,Q32.4_5,Q32.4_6,Q32.5_1,Q32.5_2,Q32.5_3,Q32.5_4,Q33.1,Q33.2_1,Q33.2_2,Q33.2_3,Q33.2_4,Q33.3,Q33.4_1,Q33.4_2,Q33.4_3,Q33.4_4,Q33.4_5,Q33.4_6,Q33.5_1,Q33.5_2,Q33.5_3,Q33.5_4,Q34.1,Q34.2_1,Q34.2_2,Q34.2_3,Q34.2_4,Q34.3,Q34.4_1,Q34.4_2,Q34.4_3,Q34.4_4,Q34.4_5,Q34.4_6,Q34.5_1,Q34.5_2,Q34.5_3,Q34.5_4,Q35.1,Q35.2_1,Q35.2_2,Q35.2_3,Q35.2_4,Q35.3,Q35.4_1,Q35.4_2,Q35.4_3,Q35.4_4,Q35.4_5,Q35.4_6,Q35.5_1,Q35.5_2,Q35.5_3,Q35.5_4,Q36.1,Q36.2_1,Q36.2_2,Q36.2_3,Q36.2_4,Q36.3,Q36.4_1,Q36.4_2,Q36.4_3,Q36.4_4,Q36.4_5,Q36.4_6,Q36.5_1,Q36.5_2,Q36.5_3,Q36.5_4,Q37.1,Q37.2_1,Q37.2_2,Q37.2_3,Q37.2_4,Q37.3,Q37.4_1,Q37.4_2,Q37.4_3,Q37.4_4,Q37.4_5,Q37.4_6,Q37.5_1,Q37.5_2,Q37.5_3,Q37.5_4,Q38.1,Q38.2_1,Q38.2_2,Q38.2_3,Q38.2_4,Q38.3,Q38.4_1,Q38.4_2,Q38.4_3,Q38.4_4,Q38.4_5,Q38.4_6,Q38.5_1,Q38.5_2,Q38.5_3,Q38.5_4,Q39.1,Q39.2_1,Q39.2_2,Q39.2_3,Q39.2_4,Q39.3,Q39.4_1,Q39.4_2,Q39.4_3,Q39.4_4,Q39.4_5,Q39.4_6,Q39.5_1,Q39.5_2,Q39.5_3,Q39.5_4,Q40.1,Q40.2_1,Q40.2_2,Q40.2_3,Q40.2_4,Q40.3,Q40.4_1,Q40.4_2,Q40.4_3,Q40.4_4,Q40.4_5,Q40.4_6,Q40.5_1,Q40.5_2,Q40.5_3,Q40.5_4,Q41.1,Q41.2_1,Q41.2_2,Q41.2_3,Q41.2_4,Q41.3,Q41.4_1,Q41.4_2,Q41.4_3,Q41.4_4,Q41.4_5,Q41.4_6,Q41.5_1,Q41.5_2,Q41.5_3,Q41.5_4,Q20.1_1,Q20.1_2,Q20.1_3,Q20.1_4,Q20.1_5,Q20.2_1,Q20.2_2,Q20.2_4,Q20.2_5,Q20.2_7,Q20.3,Q20.4,Q20.5,Q20.5_TEXT,Q42.1_1,Q42.1_2,Q42.1_3,Q42.1_4,Q42.1_5,Q42.2_1,Q42.2_2,Q42.2_4,Q42.2_5,Q42.2_7,Q42.3,Q42.4,Q42.5,Q42.5_TEXT,DO-BR-FL_346,DO-BR-FL_214,DO-BR-FL_269,DO-BR-FL_273,DO-BR-FL_291,DO-BR-FL_365,DO-BR-FL_375,DO-BR-FL_385,DO-Q-Q20.2,DO-Q-Q42.2,DO-Q-Q23.7,DO-Q-Q22.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_spdPiI6sJPusXn3,Default Response Set,Anonymous,,,,0,28/01/2018 14:22,28/01/2018 14:29,1,,,,,,,,,,,1,1,3,3,6,,,,,,,,1,1,בישול,7,7,5,לימודים גבוהים,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.897,6.598,7.902,2,1,1,3,5,5,4,5,5,2.892,21.062,21.917,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.516,15.95,16.685,11,1,1,5,6,6,5,5,6,3.77,26.325,27.402,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,4,4,2,1,,,,,2,7,8,9,,,,,,,,,,,,,,,,1,47,7,5,1,3,פתח תקווה,,דימונה,3,2,3,1,,,,,,,,,,,,1,1,7,1,5,1,1,7,3,1,7,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_placebo,,Mobile_waste e,,,,,,,2|5|4|1|7,,,,
R_1KpXf0JWcSZSNHJ,Default Response Set,Anonymous,,,,0,28/01/2018 14:24,28/01/2018 14:29,1,,,,,,,,,,,1,1,4,2,5,1,3,4,4,2,חיפה,תחבורה,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.811,3.022,5.055,3,1,1,2,4,3,3,3,3,1.344,8.621,9.735,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.346,4.358,6.371,3,1,1,3,5,4,3,3,4,2.032,7.296,7.96,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,4,4,4,,,,1,,4,4,5,,1,36,7,2,2,,,1,חיפה,2,2,1,2,,,,,,,,,,,,1,1,4,1,4,1,1,4,4,1,4,4,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,Mobile_air b,,,,,,,,2|5|4|1|7,,,
R_DMMjqcTlfEn4tm9,Default Response Set,Anonymous,,,,0,28/01/2018 14:25,28/01/2018 14:29,1,,,,,,,,,,,1,1,1,1,7,1,6,6,7,2,קרית ים,"מפעלי בז""ן",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,7,3,2,,,1,כפר ורדים,2,2,5,1,1,1,4,1,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,18.793,0,1,6,4,5,4,3,1,9.414,25.406,27.51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,40.497,0,1,1,1,1,1,1,1,2.476,9.515,10.739,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,5,5,2,1,,,,,7,7,8,9,Relevance_treatment,POLICY PROGRAMS intro_symbol,,,,air a,,,,1|2|4|5|7,,,,,
R_270WpvEKz2zKZ4j,Default Response Set,Anonymous,,,,0,28/01/2018 14:20,28/01/2018 14:29,1,,,,,,,,,,,1,1,6,6,6,,,,,,,,1,2,הנהלת חשבונות,6,5,5,משכורת טובה,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.37,7.127,7.658,2,1,1,7,7,7,7,7,7,30.52,43.494,44.526,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.953,15.06,17.978,9,1,1,7,7,6,7,7,6,13.91,36.273,36.6,22,1,5,4,5,5,6,1,1,,,,3,7,8,9,,,,,,,,,,,,,,,,1,24,3,2,2,3,פתח תקווה,,פתח. קווה,3,2,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,6,6,1,6,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_control,,,Mobile_waste f,,,,,,5|2|1|4|7,,,,
R_1qZYXJqsrnv73tx,Default Response Set,Anonymous,,,,0,28/01/2018 14:21,28/01/2018 14:29,1,,,,,,,,,,,1,1,1,1,8,1,5,5,7,2,חיפה,הרבה,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,8,1,2,,,1,ראשון לציון,2,2,5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,4,1,1,4,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,45.32,0,1,4,2,3,2,2,2,11.867,43.339,44.887,7,1,0,0,22.886,0,1,2,2,2,2,2,2,19.479,37.828,38.27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,4,2,,1,,,,3,3,8,9,Relevance_treatment,POLICY PROGRAMS intro_control,,,,,,air f,,4|1|5|2|7,,,,,
R_2pM4tVDuzH5Pqzb,Default Response Set,Anonymous,,,,0,28/01/2018 14:15,28/01/2018 14:30,1,,,,,,,,,,,1,1,3,3,7,,,,,,,,1,1,מכירות,3,1,4,כסף,1,,,,,,,,,,,,,,,,,,,,1,10.717,69.378,70.096,2,1,1,4,4,3,3,3,3,21.939,62.587,63.529,24,1,13.945,13.945,51.361,1,1,1,5,3,5,5,4,5,13.355,65.223,66.715,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,5,6,1,1,1,,,,7,4,8,9,1,24,5,2,1,3,נתניה,,רוסיה,4,2,5,2,1,1,6,6,1,4,6,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_symbol,Mobile_air d,,,,,,,,,5|4|1|2|7,,,
R_2ZPU5Sjfq42HXhe,Default Response Set,Anonymous,,,,0,28/01/2018 14:24,28/01/2018 14:30,1,,,,,,,,,,,1,1,2,2,3,1,3,3,4,2,קריית מוצקין,הניקוז,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,7,2,2,,,1,קריית מוצקין,2,2,5,1,,,,,,,,,,,,1,1,6,1,3,1,1,7,5,1,7,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.899,0,1,6,6,7,6,5,3,11.474,30.964,31.826,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,14.792,0,1,6,5,2,3,5,4,4.196,23.632,24.757,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,5,3,,1,,1,,5,7,8,9,Relevance_treatment,POLICY PROGRAMS intro_placebo,,,,,air b,,,1|5|2|4|7,,,,,
R_2dDPgYMwI9f0qCd,Default Response Set,Anonymous,,,,0,28/01/2018 14:23,28/01/2018 14:30,1,,,,,,,,,,,1,1,3,4,6,,,,,,,,1,2,משפטים,6,7,7,אנשים נמשכים לתחום העיסוק הזה אבל יש צורך בנטרול המושכות מידי לשכת עורכי הדין ושגם הם יעמדו בחוקים שמגבילים קבוצות דומות,1,,,1,24.334,27.535,28.766,2,1,1,7,6,7,6,7,5,2.7,18.737,19.407,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.06,9.488,10.846,2,1,1,4,7,7,7,5,5,27.733,53.7,54.207,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,4,7,1,1,1,,,,3,6,8,9,,,,,,,,,,,,,,,,1,25,7,2,1,3,פתח תקווה,,אור יהודה,3,2,1,1,1,1,5,5,1,4,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_symbol,Mobile_waste d,,,,,,,,4|1|5|2|7,,,,
R_1JCpJxFFcvOZyew,Default Response Set,Anonymous,,,,0,28/01/2018 14:25,28/01/2018 14:30,1,,,,,,,,,,,1,1,5,4,6,1,6,7,6,3,פתח תקווה,"לא מייבשים שלוליות שגורמות למושבה של יתושים, לא מנקים מספיק את הרחובות, הגני ילדים מלאים בצואת חתולים",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.38,5.828,6.546,3,1,1,4,5,7,7,7,6,1.793,14.157,14.904,19,1,3.649,5.215,18.317,2,1,1,6,5,7,6,6,6,2.417,16.454,17.19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,6,6,4,1,,,,,4,6,8,9,,,,,,,,,,,,,,,,1,36,4,4,1,,,,פתח תקווה,3,2,1,1,,,,,,,,,,,,1,1,4,1,5,1,1,4,5,1,6,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_placebo,,Mobile waste b,,,,,,,2|5|4|1|7,,,,
R_1Cqp92f9RqgU2FK,Default Response Set,Anonymous,,,,0,28/01/2018 14:26,28/01/2018 14:31,1,,,,,,,,,,,1,1,1,1,5,1,2,1,7,2,קרית ביאליק,זיהום אויר,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,7,3,1,,,1,יקנעם,2,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,4,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12.018,0,1,1,1,1,1,1,1,7.205,25.613,27.177,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12.457,0,1,3,2,2,2,1,1,2.272,16.912,18.186,8,,,,,,,,,,,,,,,2,6,1,1,3,1,1,,1,,1,7,8,9,Relevance_treatment,POLICY PROGRAMS intro_control,,,,,,air c,,4|1|2|5|7,,,,,
R_3OlF0mMEee7hq9P,Default Response Set,Anonymous,,,,0,28/01/2018 14:17,28/01/2018 14:31,1,,,,,,,,,,,1,1,5,3,5,1,3,4,5,2,חיפה,בתי זיקוק והזיהום אוויר,,,,,,,,1,,,1,1.414,1.414,2.854,1,1,1,3,3,4,4,3,4,5.608,39.479,39.514,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.109,3.109,5.984,1,1,1,5,3,4,6,3,4,7.929,19.567,22.918,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,5,4,2,,,,1,1,7,5,8,9,,,,,,,,,,,,,,,,1,16,3,4,2,,,2,חיפה,2,1,5,1,1,1,6,3,1,6,6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relevance_treatment,POLICY PROGRAMS intro_symbol,Mobile_waste d,,,,,,,,5|1|4|2|7,,,,
R_1hy6jyiYHMYFm21,Default Response Set,Anonymous,,,,0,28/01/2018 14:24,28/01/2018 14:31,1,,,,,,,,,,,1,1,1,1,1,,,,,,,,1,1,פניות ציבור,7,6,7,לא יודעת,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,3,2,2,3,ראשון לציון,,הוד השרון,3,2,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,4,1,1,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,118.804,0,1,4,4,4,4,4,4,3.539,6.702,7.58,6,1,0,0,7.66,0,1,4,4,4,4,4,4,7.66,11.142,12.813,6,,,,,,,,,,,,,,,,,1,7,1,1,7,1,1,,,,1,1,8,9,,,,,,,,,,,,,,,Relevance_control,POLICY PROGRAMS intro_control,,,,,,waste c,2|5|4|1|7,,,,,,
