V1,V10,CITY_reside_he,CITY_reside_en,i.user3,i.user3,,CITY_reside_ipanel_he,CITY_reside_ipanel_en
R_4GxsiQmfB8hv6Lf,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2sXskXfPD9J31wv,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2zZVXyT4gYU4JNn,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_10OQ8NDdONj9NkK,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3qxqcTL8moG2yNA,1,חיפה,HAIFA,,,חיפה,חיפה,
R_RzfDHWtToWTCvL3,1,חיפה,HAIFA,,,חיפה,חיפה,
R_9phaoOyannPcE8x,1,נשר,NESHER,,,נשר,נשר,
R_1ItqxXuxR9GT3QQ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1NFwaU5qGzNjTlw,1,נשר,NESHER,,,חיפה,חיפה,
R_3jfleRLW32UkYc7,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_2PvYvWD7DyoX48r,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3PNWqdNLlT4vj3W,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1Fwx5b1l5krHHhn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3iJsluBNrBY2fRU,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3Eatk9gQfcEfic1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_PYG96ODmXALc4iB,1,חיפה,HAIFA,,,חיפה,חיפה,
R_9Yu1tk0500gi3Pb,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2YboBbu8s5e5Kej,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_7UvUhjOaBQWiQUN,1,נשר,NESHER,,,נשר,נשר,
R_1kM71qt8v9kvgut,1,חיפה,HAIFA,,,חיפה,חיפה,
R_SBpEVGyMrAFDAGd,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3O0xq4Z1a4AzGao,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1GDBGhfnFxvZpGM,1,חיפה,HAIFA,,,חיפה,חיפה,
R_21oIRQLNzBFS2nS,1,אחר (מפרץ חיפה),OTHER (HAIFA BAY),,,חיפה,חיפה,
R_1laZMT2pPW42p7y,1,חיפה,HAIFA,,,חיפה,חיפה,
R_27kbxYqpyLINAbg,1,נשר,NESHER,,,נשר,נשר,
R_3CLuvbLPaEoL517,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_22PvL6boYE3DtjE,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2TWSdJFiy4V5lN8,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3nGzyLlT0Q9aS0v,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3oEJum5WebnnP0f,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2TFpT5v9qMaSCXH,1,נשר,NESHER,,,נשר,נשר,
R_2QAJVYP5UoqMAz0,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1q95aZQ8AFa2fGJ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2ClTTCxBtVBXyKN,1,חיפה,HAIFA,,,חיפה,חיפה,
R_cvGHhAfl7r7o5fr,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2r8OaiD4YmakMut,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2bVqwkPvoXALaHM,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_3kiE2O9fZaqdqB8,1,חיפה,HAIFA,,,חיפה,חיפה,
R_um4eW3TMLqqNUg9,1,אחר (שפלה),OTHER,,,חיפה,חיפה,
R_2B8NtgmpRBC6yI1,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2YM3puLcve3t0kU,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1hydL5hbZ291l7w,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3EMXWYxXnQoa0et,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1Ok5c5NJjnZ4XHj,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3n7bjxzvDyRMXen,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1DG2cgUkKwfyClg,1,חיפה,HAIFA,,,חיפה,חיפה,
R_Rri0OZfJkPkYl6p,1,קרית חיים,QIRYAT HAIM,,,קריית ים,קריית ים,
R_ZKX2HibJWtovPI5,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2ALNJywGYDonneY,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3L0S8W9COboKktR,1,חיפה,HAIFA,,,חיפה,חיפה,
R_5aNQT0QRX10CW6l,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3pgJNsZSq7tfY58,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2EbIkQUlPdtwcVj,1,חיפה,HAIFA,,,קריית אתא,קריית אתא,
R_1NzbBR4OXNbKhIw,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_3DSXQIsQBJQ6Nc5,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_0qhFV2Q6WUfx0oF,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_vOfBAgyiGrcY9dn,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
